TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,97,Population born outside Puerto Rico,"56,064","53,273",,"53,308",,"56,011",,"55,888",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,98,Native,"18,042","13,995",,"14,670",,"17,161",,"14,658",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,99,Entered 2010 or later,28.7%,16.9%,*,17.3%,*,17.3%,*,9.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,100,Entered before 2010,71.3%,83.1%,*,82.7%,*,82.7%,*,90.4%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,101,Foreign born,"38,022","39,278",,"38,638",,"38,850",,"41,230",
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,102,Entered 2010 or later,21.6%,24.0%,,15.0%,*,15.8%,*,18.8%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,103,Entered before 2010,78.4%,76.0%,,85.0%,*,84.2%,*,81.2%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,111,Population 5 years and over,"298,736","297,300",,"307,031",*,"317,301",*,"325,417",*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,112,English only,8.0%,8.8%,,6.4%,*,8.6%,,6.6%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,113,Language other than English,92.0%,91.2%,,93.6%,*,91.4%,,93.4%,*
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,114,"Speak English less than ""very well""",67.5%,70.3%,,68.4%,,65.6%,,66.2%,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,151,Total households,"135,460","142,697",*,"135,460",,"141,983",*,(X),
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,152,With a computer,71.0%,61.6%,*,64.7%,*,67.4%,*,(X),
CP02PR,16000US7276770,"San Juan zona urbana, Puerto Rico",1,153,With a broadband Internet subscription,64.7%,51.7%,*,55.9%,*,57.7%,*,(X),
